# entry_ts,dir,netR,exit_ts,tag(B=backfill,F=forward) | sleeve BREAK Donchian-20 dong bang R7g | golive 2026-07-23
2025-01-13 12:00,-1,-1.04,2025-01-13 14:30,B
2025-01-14 12:00,1,1.96,2025-01-15 15:00,B
2025-01-15 16:00,1,-1.04,2025-01-16 15:00,B
2025-01-16 00:00,1,-1.04,2025-01-16 08:30,B
2025-01-17 16:00,1,-1.04,2025-01-18 08:00,B
2025-01-20 08:00,1,-1.04,2025-01-20 15:30,B
2025-01-27 04:00,-1,1.96,2025-01-27 07:00,B
2025-02-02 00:00,-1,1.96,2025-02-02 17:00,B
2025-02-03 04:00,-1,-1.04,2025-02-03 09:00,B
2025-02-18 20:00,-1,-1.04,2025-02-18 21:00,B
2025-02-20 20:00,1,-1.04,2025-02-21 15:30,B
2025-02-24 16:00,-1,1.96,2025-02-24 22:30,B
2025-02-25 00:00,-1,1.96,2025-02-25 07:00,B
2025-02-25 08:00,-1,1.96,2025-02-25 10:00,B
2025-02-26 20:00,-1,-1.04,2025-02-27 05:00,B
2025-02-28 04:00,-1,-1.04,2025-02-28 14:00,B
2025-03-02 20:00,1,-1.04,2025-03-03 06:30,B
2025-03-09 16:00,-1,1.96,2025-03-10 14:30,B
2025-03-10 00:00,-1,-1.04,2025-03-10 02:30,B
2025-03-18 16:00,-1,-1.04,2025-03-19 00:00,B
2025-03-19 20:00,1,-1.04,2025-03-20 16:00,B
2025-03-24 04:00,1,1.96,2025-03-24 14:00,B
2025-03-28 08:00,-1,1.96,2025-03-29 09:30,B
2025-03-28 16:00,-1,1.96,2025-03-29 11:30,B
2025-03-29 12:00,-1,-1.04,2025-03-30 02:30,B
2025-04-01 16:00,1,-1.04,2025-04-02 04:30,B
2025-04-02 16:00,1,-1.04,2025-04-02 20:00,B
2025-04-06 20:00,-1,1.96,2025-04-07 04:00,B
2025-04-07 08:00,-1,-1.04,2025-04-07 08:30,B
2025-04-12 16:00,1,-1.04,2025-04-13 19:30,B
2025-04-21 04:00,1,1.96,2025-04-22 01:00,B
2025-04-21 16:00,1,-1.04,2025-04-21 16:30,B
2025-04-22 16:00,1,1.96,2025-04-22 21:30,B
2025-04-23 00:00,1,-1.04,2025-04-23 15:00,B
2025-04-25 16:00,1,-1.04,2025-04-26 13:30,B
2025-05-01 12:00,1,-1.04,2025-05-04 22:00,B
2025-05-05 00:00,-1,-1.04,2025-05-05 22:30,B
2025-05-07 00:00,1,-1.04,2025-05-07 19:30,B
2025-05-08 04:00,1,1.96,2025-05-08 15:30,B
2025-05-08 16:00,1,1.96,2025-05-08 21:00,B
2025-05-09 00:00,1,1.96,2025-05-12 07:00,B
2025-05-11 00:00,1,-1.04,2025-05-11 02:30,B
2025-05-12 20:00,-1,-1.04,2025-05-12 23:00,B
2025-05-18 16:00,1,-1.04,2025-05-18 18:00,B
2025-05-19 00:00,1,-1.04,2025-05-19 00:30,B
2025-05-21 16:00,1,-1.04,2025-05-21 17:00,B
2025-05-22 04:00,1,-1.04,2025-05-23 11:30,B
2025-05-29 20:00,-1,1.96,2025-05-31 02:30,B
2025-06-05 20:00,-1,-1.04,2025-06-06 05:30,B
2025-06-09 12:00,1,1.96,2025-06-09 21:00,B
2025-06-09 20:00,1,1.976,2025-06-09 21:30,B
2025-06-13 00:00,-1,1.96,2025-06-13 00:30,B
2025-06-16 20:00,1,-1.04,2025-06-16 22:30,B
2025-06-22 16:00,-1,-1.04,2025-06-22 17:00,B
2025-06-25 12:00,1,-1.04,2025-07-01 14:30,B
2025-07-01 16:00,-1,-1.04,2025-07-02 06:00,B
2025-07-02 20:00,1,-1.04,2025-07-02 23:30,B
2025-07-09 20:00,1,-1.04,2025-07-09 20:30,B
2025-07-10 20:00,1,1.96,2025-07-10 21:00,B
2025-07-11 08:00,1,1.96,2025-07-14 02:00,B
2025-07-14 04:00,1,1.96,2025-07-14 07:30,B
2025-07-25 04:00,-1,-1.04,2025-07-25 11:00,B
2025-08-01 20:00,-1,-1.04,2025-08-03 19:00,B
2025-08-02 20:00,-1,-1.04,2025-08-03 02:30,B
2025-08-07 12:00,1,1.96,2025-08-10 04:00,B
2025-08-07 20:00,1,-1.04,2025-08-08 06:00,B
2025-08-10 04:00,1,-1.04,2025-08-10 07:30,B
2025-08-11 04:00,1,-1.04,2025-08-11 11:00,B
2025-08-13 20:00,1,-1.04,2025-08-14 06:00,B
2025-08-18 04:00,-1,-1.04,2025-08-18 17:00,B
2025-08-19 16:00,-1,-1.04,2025-08-22 14:00,B
2025-08-22 16:00,1,-1.04,2025-08-23 13:00,B
2025-08-26 00:00,-1,-1.04,2025-08-26 21:30,B
2025-08-29 16:00,-1,-1.04,2025-09-01 08:00,B
2025-09-02 04:00,1,-1.04,2025-09-02 12:30,B
2025-09-03 16:00,1,-1.04,2025-09-04 04:30,B
2025-09-05 08:00,1,-1.04,2025-09-05 14:00,B
2025-09-10 16:00,1,1.96,2025-09-12 00:00,B
2025-09-12 00:00,1,-1.04,2025-09-15 13:30,B
2025-09-12 20:00,1,-1.04,2025-09-13 01:30,B
2025-09-18 04:00,1,-1.04,2025-09-19 09:30,B
2025-09-22 04:00,-1,1.96,2025-09-22 06:00,B
2025-09-25 20:00,-1,-1.04,2025-09-28 20:00,B
2025-09-29 00:00,1,1.96,2025-09-29 14:00,B
2025-09-29 16:00,1,-1.04,2025-09-30 09:30,B
2025-10-01 12:00,1,1.96,2025-10-01 23:30,B
2025-10-02 00:00,1,1.96,2025-10-02 18:30,B
2025-10-02 16:00,1,1.96,2025-10-03 15:30,B
2025-10-03 16:00,1,1.96,2025-10-05 04:30,B
2025-10-05 08:00,1,-1.04,2025-10-05 09:30,B
2025-10-10 16:00,-1,1.96,2025-10-10 19:00,B
2025-10-16 16:00,-1,1.96,2025-10-17 08:00,B
2025-10-17 08:00,-1,-1.04,2025-10-17 16:00,B
2025-10-20 04:00,1,-1.04,2025-10-21 04:00,B
2025-10-21 16:00,1,-1.04,2025-10-21 18:30,B
2025-10-26 12:00,1,1.96,2025-10-27 06:00,B
2025-10-27 00:00,1,-1.04,2025-10-28 20:00,B
2025-10-29 20:00,-1,1.96,2025-10-30 04:00,B
2025-10-30 20:00,-1,-1.04,2025-10-30 23:30,B
2025-11-03 16:00,-1,-1.04,2025-11-03 17:00,B
2025-11-04 08:00,-1,1.96,2025-11-04 17:00,B
2025-11-04 16:00,-1,1.96,2025-11-04 18:00,B
2025-11-09 20:00,1,-1.04,2025-11-11 15:30,B
2025-11-10 04:00,1,-1.04,2025-11-11 12:30,B
2025-11-13 20:00,-1,-1.04,2025-11-13 23:00,B
2025-11-14 08:00,-1,1.96,2025-11-16 21:00,B
2025-11-17 20:00,-1,-1.04,2025-11-18 16:00,B
2025-11-18 04:00,-1,-1.04,2025-11-18 14:30,B
2025-11-19 20:00,-1,-1.04,2025-11-19 21:00,B
2025-11-20 20:00,-1,1.96,2025-11-21 07:30,B
2025-11-21 08:00,-1,-1.04,2025-11-23 01:30,B
2025-11-26 20:00,1,-1.04,2025-12-01 00:30,B
2025-11-27 04:00,1,-1.04,2025-12-01 00:00,B
2025-11-28 16:00,1,-1.04,2025-11-28 16:30,B
2025-12-01 04:00,-1,1.96,2025-12-01 15:30,B
2025-12-01 16:00,-1,-1.04,2025-12-01 21:00,B
2025-12-09 16:00,1,-1.04,2025-12-11 00:30,B
2025-12-15 00:00,-1,-1.04,2025-12-15 01:30,B
2025-12-15 16:00,-1,-1.04,2025-12-17 14:30,B
2025-12-18 20:00,-1,-1.04,2025-12-19 02:30,B
2025-12-22 12:00,1,-1.04,2025-12-22 19:00,B
2025-12-29 04:00,1,-1.04,2025-12-29 09:00,B
2026-01-04 04:00,1,1.96,2026-01-05 01:00,B
2026-01-05 04:00,1,1.96,2026-01-05 17:30,B
2026-01-05 16:00,1,-1.04,2026-01-06 07:30,B
2026-01-13 16:00,1,1.96,2026-01-13 22:00,B
2026-01-14 16:00,1,-1.04,2026-01-15 14:30,B
2026-01-19 00:00,-1,1.96,2026-01-19 00:00,B
2026-01-20 08:00,-1,1.96,2026-01-20 17:30,B
2026-01-21 00:00,-1,-1.04,2026-01-21 03:30,B
2026-01-25 20:00,-1,-1.04,2026-01-26 01:00,B
2026-01-28 12:00,1,-1.04,2026-01-28 15:00,B
2026-01-29 16:00,-1,1.96,2026-01-30 01:30,B
2026-01-30 04:00,-1,-1.04,2026-01-30 18:30,B
2026-01-31 20:00,-1,-1.04,2026-02-01 00:00,B
2026-02-05 04:00,-1,1.96,2026-02-05 15:00,B
2026-02-05 16:00,-1,1.96,2026-02-05 20:00,B
2026-02-11 08:00,-1,-1.04,2026-02-11 14:00,B
2026-02-14 12:00,1,-1.04,2026-02-15 13:00,B
2026-02-18 20:00,-1,-1.04,2026-02-20 00:00,B
2026-02-23 04:00,-1,-1.04,2026-02-23 07:00,B
2026-02-24 04:00,-1,-1.04,2026-02-24 19:00,B
2026-02-25 20:00,1,-1.04,2026-02-25 23:30,B
2026-03-02 16:00,1,-1.04,2026-03-03 08:30,B
2026-03-04 12:00,1,-1.04,2026-03-06 13:30,B
2026-03-07 20:00,-1,-1.04,2026-03-09 09:30,B
2026-03-09 00:00,-1,-1.04,2026-03-09 03:00,B
2026-03-17 00:00,1,-1.04,2026-03-17 05:30,B
2026-03-19 08:00,-1,-1.04,2026-03-20 08:00,B
2026-03-23 00:00,-1,-1.04,2026-03-23 05:00,B
2026-03-27 12:00,-1,-1.04,2026-03-30 08:00,B
2026-04-06 00:00,1,-1.04,2026-04-07 10:30,B
2026-04-08 00:00,1,-1.04,2026-04-08 14:30,B
2026-04-11 20:00,1,-1.04,2026-04-12 01:30,B
2026-04-14 00:00,1,-1.04,2026-04-16 13:30,B
2026-04-14 16:00,1,-1.04,2026-04-14 17:30,B
2026-04-17 16:00,1,-1.04,2026-04-18 08:00,B
2026-04-22 04:00,1,-1.04,2026-04-27 19:30,B
2026-04-22 16:00,1,-1.04,2026-04-22 23:00,B
2026-04-27 16:00,-1,-1.04,2026-04-29 09:30,B
2026-04-28 12:00,-1,-1.04,2026-04-29 03:30,B
2026-05-01 16:00,1,1.96,2026-05-04 02:00,B
2026-05-04 04:00,1,-1.04,2026-05-04 06:00,B
2026-05-05 16:00,1,-1.04,2026-05-07 10:00,B
2026-05-06 12:00,1,-1.04,2026-05-06 13:30,B
2026-05-11 00:00,1,-1.04,2026-05-11 00:00,B
2026-05-13 16:00,-1,-1.04,2026-05-13 18:00,B
2026-05-16 08:00,-1,1.96,2026-05-17 23:30,B
2026-05-18 00:00,-1,1.96,2026-05-22 19:30,B
2026-05-22 20:00,-1,1.96,2026-05-23 07:30,B
2026-05-23 08:00,-1,-1.04,2026-05-23 14:30,B
2026-05-28 00:00,-1,1.96,2026-05-28 04:00,B
2026-06-01 16:00,-1,1.96,2026-06-02 09:00,B
2026-06-02 12:00,-1,1.96,2026-06-02 14:00,B
2026-06-03 04:00,-1,-1.04,2026-06-03 05:00,B
2026-06-04 00:00,-1,1.96,2026-06-04 02:00,B
2026-06-05 16:00,-1,-1.04,2026-06-05 21:00,B
2026-06-15 00:00,1,-1.04,2026-06-17 08:30,B
2026-06-15 12:00,1,-1.04,2026-06-16 14:30,B
2026-06-18 16:00,-1,-1.04,2026-06-19 13:30,B
2026-06-24 16:00,-1,-1.04,2026-06-24 20:30,B
2026-06-30 16:00,-1,-1.04,2026-07-01 03:30,B
2026-07-04 20:00,1,-1.04,2026-07-05 09:30,B
2026-07-14 16:00,1,-1.04,2026-07-16 08:00,B
2026-07-20 16:00,1,1.96,2026-07-21 14:00,B
2026-07-21 08:00,1,-1.04,2026-07-22 12:30,B
2026-07-21 16:00,1,-1.04,2026-07-22 05:00,B
